Sample ID,Date,Time,Moisture,Protein As is,Oil As is,Fiber As is,Ash As is,Starch As is
22-A-1585302-BULK,12/5/2023,2:49 PM,8.45,7.44,3.31,1.37,1.13,66.52
22-A-1550293-BULK,12/5/2023,2:51 PM,7.63,6.93,3.85,2.05,1.45,65.99
22-A-1550293-BULK,12/5/2023,2:51 PM,7.45,7.39,3.93,1.9,1.35,66.31
22-A-1550293-BULK,12/5/2023,2:52 PM,7.68,7.25,3.38,2.06,1.38,66.57
22-A-1550253-BULK,12/5/2023,2:53 PM,7.93,6.36,3.96,0.93,1.03,64.56
22-A-1550253-BULK,12/5/2023,2:53 PM,7.67,6.03,3.38,1.27,0.95,65.09
22-A-1550253-BULK,12/5/2023,2:54 PM,7.75,6.35,2.97,1.17,0.94,66.76
22-A-1550296-BULK,12/5/2023,2:55 PM,8.33,8.11,3.62,2.11,1.4,65.15
22-A-1550296-BULK,12/5/2023,2:55 PM,8.26,8.15,3.65,2.41,1.46,64.12
22-A-1550296-BULK,12/5/2023,2:56 PM,8.2,7.96,3.74,2.35,1.5,64.24
22-A-1585325-BULK,12/5/2023,2:57 PM,8.14,8.12,3.64,1.66,1.21,64.67
22-A-1585325-BULK,12/5/2023,2:57 PM,8.39,8.08,3.24,1.74,1.17,65.19
22-A-1585325-BULK,12/5/2023,2:57 PM,8.34,7.98,3.38,1.72,1.2,65.47
22-A-1550275-BULK,12/5/2023,2:59 PM,8.19,7.07,2.79,1.26,1.07,67.14
22-A-1550275-BULK,12/5/2023,2:59 PM,8.18,7.3,2.91,1.42,1.12,67.08
22-A-1550275-BULK,12/5/2023,2:59 PM,8.26,6.67,3.72,0.78,1.12,64.55
22-A-1550299-BULK,12/5/2023,3:00 PM,7.98,9.43,2.89,1.71,1.06,63.62
22-A-1550299-BULK,12/5/2023,3:01 PM,7.76,9.6,2.65,1.91,1.09,63.98
22-A-1550299-BULK,12/5/2023,3:01 PM,8.07,9.55,2.95,1.63,1.09,63.48
22-A-1550272-BULK,12/5/2023,3:02 PM,8.04,5.39,3.24,0.62,0.99,66.77
22-A-1550272-BULK,12/5/2023,3:03 PM,7.95,5.33,3.61,0.71,1.02,67.38
22-A-1550272-BULK,12/5/2023,3:04 PM,8.39,5.81,2.99,0.65,0.9,67.85
22-A-1550289-BULK,12/5/2023,3:05 PM,8.43,6.78,2.76,1.41,1.1,66.27
22-A-1550289-BULK,12/5/2023,3:06 PM,8.32,6.89,3.72,1.47,1.19,65.74
22-A-1585317-BULK,12/5/2023,3:07 PM,7.28,7.89,3.2,1.02,1.01,66.09
22-A-1585317-BULK,12/5/2023,3:08 PM,7.38,7.96,2.37,1.31,0.98,67.14
22-A-1585317-BULK,12/5/2023,3:08 PM,7.68,8.27,3.82,1.25,1.04,64.78
22-A-1571923-BULK,12/5/2023,3:19 PM,7.62,8,3.5,1.45,1.27,62.93
22-A-1571923-BULK,12/5/2023,3:20 PM,7.12,8.07,3.54,1.38,1.27,63.05
22-A-1571923-BULK,12/5/2023,3:20 PM,7.45,8.26,3.68,1.13,1.1,64.85
22-A-1571924-BULK,12/5/2023,3:21 PM,7.87,9.41,3.97,1.31,1.19,64.03
22-A-1571924-BULK,12/5/2023,3:21 PM,7.69,9.81,3.64,1.52,1.09,63.77
22-A-1571924-BULK,12/5/2023,3:22 PM,7.8,9.79,3.89,1.55,1.2,64.01
22-A-1571925-BULK,12/5/2023,3:23 PM,7.14,6.71,3.36,1.32,1.06,67.25
22-A-1571925-BULK,12/5/2023,3:23 PM,7.89,7.34,3.41,1.59,1.19,66.56
22-A-1571925-BULK,12/5/2023,3:24 PM,7.68,6.86,3.62,1.38,1.08,66.91
22-A-1571927-BULK,12/5/2023,3:24 PM,7.61,7.37,4.13,1.88,1.41,65.58
22-A-1571927-BULK,12/5/2023,3:25 PM,7.78,6.97,3.31,2.09,1.33,66.8
22-A-1571927-BULK,12/5/2023,3:25 PM,7.88,7.1,3.82,1.9,1.41,66.51
22-A-1571926-BULK,12/5/2023,3:26 PM,8.09,6.93,3.51,1.14,1.13,65.47
22-A-1571926-BULK,12/5/2023,3:26 PM,8.01,7.07,3.69,1.13,1.08,65.29
22-A-1571926-BULK,12/5/2023,3:27 PM,7.75,7.1,2.82,1.26,1.08,65.83
22-A-1571928-BULK,12/5/2023,3:28 PM,7.58,9.68,3.42,1.89,1.2,62.49
22-A-1571928-BULK,12/5/2023,3:28 PM,7.31,9.06,3.37,1.75,1.11,63.06
22-A-1571928-BULK,12/5/2023,3:29 PM,7.1,8.79,3.58,1.95,1.09,62.99
22-A-1571929-BULK,12/5/2023,3:30 PM,7.86,5.76,3.35,0.99,0.97,66.74
22-A-1571929-BULK,12/5/2023,3:30 PM,7.62,6.17,3.48,0.99,0.96,66.12
22-A-1571929-BULK,12/5/2023,3:31 PM,7.14,6.11,2.97,0.8,0.88,67.44
22-A-1571930-BULK,12/5/2023,3:32 PM,8.2,7.54,4.11,0.63,1.13,65.22
22-A-1571930-BULK,12/5/2023,3:32 PM,7.93,7.6,4.35,0.74,1.13,65.48
22-A-1571930-BULK,12/5/2023,3:32 PM,7.88,7.58,4.79,0.51,1.18,65.2
22-A-1571931-BULK,12/5/2023,3:34 PM,7.88,7.35,3.3,1.8,1.32,66.72
22-A-1571931-BULK,12/5/2023,3:34 PM,7.41,7.68,3.74,1.78,1.37,66.01
22-A-1571931-BULK,12/5/2023,3:34 PM,7.74,7.27,3.94,1.43,1.37,66.53
22-A-1571932-BULK,12/5/2023,3:35 PM,7.41,10.59,4.15,1.69,1.29,61.16
22-A-1571932-BULK,12/5/2023,3:36 PM,7.52,10.86,4.17,1.74,1.18,62.2
22-A-1571932-BULK,12/5/2023,3:36 PM,7.58,10.6,4.2,1.53,1.17,62.45
22-A-1571933-BULK,12/5/2023,3:37 PM,7.96,9.45,3.48,1.55,1.28,61.02
22-A-1571933-BULK,12/5/2023,3:37 PM,7.23,9.4,3.94,1.56,1.31,60.54
22-A-1571933-BULK,12/5/2023,3:38 PM,7.42,10.22,3.58,1.63,1.26,61.91
22-A-1571934-BULK,12/5/2023,3:39 PM,7.93,6.7,3.4,1.03,1.05,66.27
22-A-1571934-BULK,12/5/2023,3:39 PM,7.8,6.69,2.94,1.24,1.07,65.45
22-A-1571934-BULK,12/5/2023,3:40 PM,7.23,6.66,3.19,1.29,1.04,67.17
22-A-1571935-BULK,12/5/2023,3:41 PM,7.99,6.66,4.32,1.03,1.09,65.52
22-A-1571935-BULK,12/5/2023,3:42 PM,7.11,6.98,3.51,1.04,1.05,67.66
22-A-1571935-BULK,12/5/2023,3:42 PM,7.91,6.91,3.94,1.28,1.07,65.61
22-A-1571936-BULK,12/5/2023,3:43 PM,8.23,8.49,3.67,0.94,1.08,64.96
22-A-1571936-BULK,12/5/2023,3:44 PM,8,7.95,3.36,0.94,1.04,65.87
22-A-1571936-BULK,12/5/2023,3:44 PM,7.72,7.95,3.13,0.89,0.96,65.66
22-A-1571937-BULK,12/5/2023,3:45 PM,8.53,8.96,3.93,1.66,1.25,64
22-A-1571937-BULK,12/5/2023,3:45 PM,8.37,9.04,3.53,1.6,1.16,63.99
22-A-1571937-BULK,12/5/2023,3:46 PM,8.45,8.86,3.27,1.83,1.19,62.95
22-A-1571938-BULK,12/5/2023,3:47 PM,8.37,6.97,2.97,1.34,1.16,65.92
22-A-1571938-BULK,12/5/2023,3:47 PM,7.83,6.86,3.29,1.03,1.08,66.5
22-A-1571938-BULK,12/5/2023,3:47 PM,8.29,6.65,3.3,1.09,1.12,66.3
22-A-1571939-BULK,12/5/2023,3:48 PM,8.08,7.7,3.34,1.68,1.3,62.22
