Person,QR Code,Ear #,Kernel Color,Ear Width,Kernel Fill Length,Kernel Row Number,Kernels per Row,Ear Weight,Kernel Count,Cob Width,Cob Length,Cob Weight,100 Kernel weight,Total Moisture
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep1$Plot1499$Row3$Range25$LH185 x W606S,4,red,2.5,11.5,12,26,52.85,297,2,12.5,8.02,14.75,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot427$Row11$Range29$PHP02 x W606S,1,orange,4.5,16.5,18,35,174.92,462,3.5,18.5,29.66,30.81,4.74
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot427$Row11$Range29$PHP02 x W606S,2,orange,4,15.5,16,27,145.81,366,3.5,17,22.71,32.16,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot427$Row11$Range29$PHP02 x W606S,3,orange,4,16.5,16,33,162.03,435,3.5,18,24.06,30.94,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot427$Row11$Range29$PHP02 x W606S,4,orange,4.5,15,16,32,115.31,329,3,16.5,20.69,27.13,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot431$Row15$Range29$LH82 x PHB47,1,yellow,4.5,16,14,41,174.57,526,2.5,18,21.31,28.73,4.72
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot431$Row15$Range29$LH82 x PHB47,2,yellow,4.5,13.5,18,35,165.35,604,2.5,15.5,20.4,22.22,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot431$Row15$Range29$LH82 x PHB47,3,yellow,4,15.5,16,29,124.22,390,2.5,17,17.28,26.02,
IS,North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot431$Row15$Range29$LH82 x PHB47,4,yellow,4,12,16,28,119.64,429,2.5,14.5,17.35,22.24,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1516$Row22$Range25$PHP02 x LH145,1,yellow,3.5,15,16,30,114.33,512,2.5,18.5,21.8,17.48,6.9
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1516$Row22$Range25$PHP02 x LH145,2,yellow,3.5,15,12,30,108.18,372,2.5,17,18.47,23.56,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1516$Row22$Range25$PHP02 x LH145,3,yellow,3.5,13,14,25,93.61,371,2.5,16.5,18.82,19.46,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1516$Row22$Range25$PHP02 x LH145,4,yellow,3.5,15,14,26,115.95,388,2.5,16.5,15.88,25.54,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1509$Row15$Range25$LH74 x PHN82,1,yellow,3.5,12,12,30,87.72,314,2.5,16,15.11,22.67,8.1
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1509$Row15$Range25$LH74 x PHN82,2,yellow,4,10.5,16,24,82.79,335,2.5,13.5,13.71,20.1,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1509$Row15$Range25$LH74 x PHN82,3,yellow,4,10.5,16,19,80.72,321,2.5,13,12.43,21.13,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1509$Row15$Range25$LH74 x PHN82,4,yellow,4,10.5,14,23,73.03,265,3,14.5,13.15,22.63,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1511$Row17$Range25$PHB47 x LH185,1,yellow,4,11.5,14,25,91,386,2.5,16,15.45,22.37,8.9
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1511$Row17$Range25$PHB47 x LH185,2,yellow,4,11,14,23,84.94,321,2.5,15.5,16.84,22.12,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1511$Row17$Range25$PHB47 x LH185,3,yellow,3.5,12.5,13,25,54.53,254,2,14.5,11.36,16.49,
IS,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1511$Row17$Range25$PHB47 x LH185,4,yellow,3.5,11,11,25,59.45,228,2,12,12.06,21.44,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot111$Row15$Range7$2369 x 3IIH6,1,yellow,4.5,16,18,36,190,571,3,17.5,22.7,27.43,4.53
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot111$Row15$Range7$2369 x 3IIH6,2,yellow,4.5,15,18,35,165.23,572,3,18,17.1,23.92,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot111$Row15$Range7$2369 x 3IIH6,3,yellow,4.5,15,16,32,140.43,462,2.5,16.5,17.41,25.6,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot111$Row15$Range7$2369 x 3IIH6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot101$Row5$Range7$2369 x 3IIH6,1,yellow,4.5,17,18,38,224.35,617,3,18.5,26.47,31.18,4.72
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot101$Row5$Range7$2369 x 3IIH6,2,yellow,4.5,16.5,16,37,198.45,585,3,18.5,23.05,27.32,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot101$Row5$Range7$2369 x 3IIH6,3,yellow,4.5,14.5,22,33,181.32,639,3,17,18.37,23.71,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot101$Row5$Range7$2369 x 3IIH6,4,yellow,4.5,15,18,34,169.81,534,3,16,19.39,25.52,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot103$Row7$Range7$B37 x Mo17,1,yellow,4.5,15,16,39,179.14,524,2.5,17,24.94,28.31,4.38
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot103$Row7$Range7$B37 x Mo17,2,yellow,4.5,15.5,16,37,172.15,510,2.5,17.5,22.82,28.72,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot103$Row7$Range7$B37 x Mo17,3,yellow,4,12,16,22,117.53,364,2.5,14,16.25,26.63,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot103$Row7$Range7$B37 x Mo17,4,yellow,4,10,16,22,99.57,314,2.5,12.5,13.02,27.61,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot112$Row16$Range7$LH195 x 3IIH6,1,yellow,4.5,18,16,44,208.54,656,2.5,19.5,23.66,28.07,5.07
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot112$Row16$Range7$LH195 x 3IIH6,2,yellow,4.5,16.5,16,39,188.03,581,2.5,17.5,23.31,25.89,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot112$Row16$Range7$LH195 x 3IIH6,3,yellow,4,16,16,39,173.51,551,2.5,16,20.26,27.04,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot112$Row16$Range7$LH195 x 3IIH6,4,yellow,4,15,16,35,166.24,534,2.5,17,20.37,25.89,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot110$Row14$Range7$LH74 x PHN82,1,yellow,4.5,14,14,36,185.62,492,3,16.5,22.8,31.07,4.25
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot110$Row14$Range7$LH74 x PHN82,2,yellow,4.5,15,16,34,193.67,514,3,17.5,24.26,31.23,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot110$Row14$Range7$LH74 x PHN82,3,yellow,4.5,12,16,24,144.44,395,3,14.5,18.95,31.37,
IS,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot110$Row14$Range7$LH74 x PHN82,4,yellow,4.5,13.5,16,31,156.54,430,3,14.5,18.8,31.51,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot108$Row12$Range7$B73 x Mo17,1,yellow,4.5,16,14,26,138.4,416,3,16.5,21.1,27.8,4.6
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot108$Row12$Range7$B73 x Mo17,2,yellow,4.5,14.5,16,25,147.9,401,3,17.5,28.4,29.4,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot108$Row12$Range7$B73 x Mo17,3,yellow,5,16,16,35,195.7,565,3,17,20.5,29.5,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot108$Row12$Range7$B73 x Mo17,4,yellow,4.5,15.5,16,36,188.4,522,3,17,23.7,30.6,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot115$Row3$Range7$LH74 x PHN82,1,yellow,4.3,15,14,34,153.3,386,3,16,20.4,35.4,4.25
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot115$Row3$Range7$LH74 x PHN82,2,yellow,4.3,13.5,16,28,170.1,467,3,16,22.9,30.6,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot115$Row3$Range7$LH74 x PHN82,3,yellow,4.5,16,14,38,197.5,494,3,18,24.7,35,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot115$Row3$Range7$LH74 x PHN82,4,yellow,4.5,13.5,18,30,122.5,394,3,14.5,17.3,25.9,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot106$Row10$Range7$PHW52 x PHZ51,1,yellow,4.5,15,16,32,180.9,458,3,16.5,23.7,33.4,4.18
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot106$Row10$Range7$PHW52 x PHZ51,2,yellow,5,22,16,45,311.8,742,3.5,22.5,43.1,37,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot106$Row10$Range7$PHW52 x PHZ51,3,yellow,4.5,18,16,37,225.2,573,3,19.5,29.7,32.9,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot106$Row10$Range7$PHW52 x PHZ51,4,yellow,4.5,12.5,16,26,122.2,323,3,13.5,18.5,31.5,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot102$Row6$Range7$Pioneer P0589 AMXT,1,yellow,4.5,15.5,16,37,202.3,542,3,18.5,24.8,33.7,4.15
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot102$Row6$Range7$Pioneer P0589 AMXT,2,yellow,4.5,14.5,16,33,183.8,500,3,19,24.9,30.4,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot102$Row6$Range7$Pioneer P0589 AMXT,3,yellow,4.5,14,16,36,178.3,605,3,17,19.8,28.8,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot102$Row6$Range7$Pioneer P0589 AMXT,4,yellow,4.5,16,16,39,195.9,598,3,18,21.4,25.9,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot98$Row2$Range7$N209 x 3IIH6,1,yellow,4,18,18,33,176,534,3,18,20.3,29.6,4.43
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot98$Row2$Range7$N209 x 3IIH6,2,yellow,4,17,16,36,158.1,509,3,17,16.7,27.4,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot98$Row2$Range7$N209 x 3IIH6,3,yellow,4.5,16,20,32,147.6,489,3,16.5,17.9,26.3,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot98$Row2$Range7$N209 x 3IIH6,4,yellow,4.5,12.5,18,24,102.8,298,3,16,16.8,28,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot97$Row1$Range7$B14A x Mo17,1,yellow,4.5,18,14,45,200.5,582,2.5,18,21.8,28.8,4.57
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot97$Row1$Range7$B14A x Mo17,2,yellow,4,15.5,14,36,144.1,458,3,16.5,16.7,25.6,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot97$Row1$Range7$B14A x Mo17,3,yellow,4.5,17.5,14,42,182.8,493,3,18,22.2,30.5,
ND,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot97$Row1$Range7$B14A x Mo17,4,yellow,4,13.5,12,26,112.7,287,3,15.5,16.3,32.8,
cc,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot104$Row8$Range7$B73 x Mo17,1,yellow,4.5,17,16,43,219.94,680,2.5,19,23.56,28.34,4.28
cc,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot104$Row8$Range7$B73 x Mo17,2,yellow,4.5,14,16,34,162.91,501,2.5,16,20.53,28.2,
cc,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot104$Row8$Range7$B73 x Mo17,3,yellow,4,11.5,12,34,131.35,381,2,13.5,14.56,29.94,
cc,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot104$Row8$Range7$B73 x Mo17,4,yellow,4,16,12,41,170.76,434,2,18,20.3,34.74,
cc,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot105$Row9$Range7$F42 x OH43,1,yellow,4.5,17,18,39,206.11,637,3,18,29.04,28.92,4.41
cc,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot105$Row9$Range7$F42 x OH43,2,yellow,3,11,18,19,94.33,269,2.5,12.5,15.06,29.13,
cc,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot105$Row9$Range7$F42 x OH43,3,yellow,3,8,14,17,49.38,128,2.5,10.5,12.78,28.58,
cc,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot105$Row9$Range7$F42 x OH43,4,yellow,4,10.5,14,27,109.2,345,2.5,11.5,14.54,27.44,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1514$Row20$Range25$PHP02 x PHB47,1,yellow,3.5,11.5,14,23,91.14,302,2.5,14,16.18,26.13,8.5
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1514$Row20$Range25$PHP02 x PHB47,2,yellow,3,11,10,16,61.84,233,2,13,13.3,22.19,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1514$Row20$Range25$PHP02 x PHB47,3,yellow,3.5,10,14,16,66.09,263,2.5,14.5,12.91,20.55,
cc,North Platte$HIPS - No Irrigation - Medium Nitrogen$Rep2$Plot1514$Row20$Range25$PHP02 x PHB47,4,yellow,3.5,10,14,22,84.6,366,2.5,15,15.44,21.84,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1154$Row20$Range5$PHK56 x 3IIH6,1,yellow,4,17.5,14,39,139,540,2.5,18,18.3,21.7,6.7
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1154$Row20$Range5$PHK56 x 3IIH6,2,yellow,4,15.5,18,35,108.6,554,2.5,16,13.6,16.9,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1154$Row20$Range5$PHK56 x 3IIH6,3,yellow,4,13,14,32,88.6,372,2.5,14,10.3,21.9,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1154$Row20$Range5$PHK56 x 3IIH6,4,yellow,4,12.5,16,32,101.8,445,2.5,14,12.4,20.8,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1156$Row22$Range5$B37 x H95,1,yellow,4,12,15,32,83.5,389,3,14,13.5,18.6,7.66
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1156$Row22$Range5$B37 x H95,2,yellow,4,14,18,29,100,429,3,15,17.4,19.5,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1156$Row22$Range5$B37 x H95,3,yellow,4,14.5,18,36,100,454,2.5,16,13.4,19,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1156$Row22$Range5$B37 x H95,4,yellow,4.5,16,20,40,170.6,714,3.5,17.5,26.3,21.1,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1155$Row21$Range5$LH195 x PHZ51,1,yellow,4.5,15.5,16,37,172.2,561,3,17,26.5,26.1,6.6
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1155$Row21$Range5$LH195 x PHZ51,2,yellow,3.5,12.5,14,29,82.4,353,3,16,16.6,19,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1155$Row21$Range5$LH195 x PHZ51,3,yellow,4,14,14,30,113.2,400,3,16,19.4,23.8,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1155$Row21$Range5$LH195 x PHZ51,4,yellow,4,15,16,34,108.3,444,3,16.5,20.8,19.5,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1138$Row2$Range5$B84 x 3IIH6,1,yellow,4,11.5,13,26,85.3,253,2.5,12.5,16.1,28.3,6.7
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1138$Row2$Range5$B84 x 3IIH6,2,yellow,4.5,14.5,16,33,148.6,484,2.5,15.5,18.4,25.1,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1138$Row2$Range5$B84 x 3IIH6,3,yellow,4.5,12.5,18,23,125.6,429,3,14.5,18.7,23,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1138$Row2$Range5$B84 x 3IIH6,4,yellow,4.5,12.5,14,26,121.6,357,2.5,15,17.3,29.2,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1144$Row8$Range5$LH123HT x PHB47,1,yellow,3.5,9.5,14,23,53.7,236,2,10,8.6,17.9,11
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1144$Row8$Range5$LH123HT x PHB47,2,yellow,3.5,12.5,14,28,81.1,343,2.5,15,16.4,18.3,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1144$Row8$Range5$LH123HT x PHB47,3,yellow,3.5,10.5,14,26,62.7,253,2.5,13,11.6,19.5,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1144$Row8$Range5$LH123HT x PHB47,4,yellow,3,10,14,26,47.9,278,2,10,6.9,15,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1143$Row7$Range5$LH74 x PHN82,1,yellow,4,11.5,14,29,106.1,360,2.5,15,15,23.9,6.9
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1143$Row7$Range5$LH74 x PHN82,2,yellow,4,12.5,16,24,105.6,333,2.5,15.5,14.9,20.5,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1143$Row7$Range5$LH74 x PHN82,3,yellow,3.5,11,14,29,78.4,336,2.5,15,14.4,18.9,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1143$Row7$Range5$LH74 x PHN82,4,yellow,3.5,9.5,14,21,64.6,290,2.5,13,11.2,17.4,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1140$Row4$Range5$PHP02 x PHG47,1,yellow,4.5,18.5,14,46,204.5,626,3,21.5,27.9,28.6,6.7
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1140$Row4$Range5$PHP02 x PHG47,2,yellow,4,12.5,14,30,108.5,423,2.5,17,20.1,20.4,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1140$Row4$Range5$PHP02 x PHG47,3,yellow,4,12.5,16,26,99.4,448,2.5,17,12.2,18.7,
ND,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1140$Row4$Range5$PHP02 x PHG47,4,yellow,3.5,15.5,16,35,129.6,402,2.5,18.5,16.5,22.7,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot166$Row6$Range11$F42 x Mo17,1,yellow,4,16.5,16,33,159.1,452,2.5,17.5,20.2,30,4.41
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot166$Row6$Range11$F42 x Mo17,2,yellow,4.5,15,16,36,179.8,489,2.5,17.5,19.8,32.4,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot166$Row6$Range11$F42 x Mo17,3,yellow,4.5,15.5,16,35,162.9,471,2.5,16.5,17.3,31.2,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot166$Row6$Range11$F42 x Mo17,4,yellow,4.5,17.5,14,39,193.3,505,3,19,20.9,33.3,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot100$Row4$Range7$LH82 x W606S,1,ORANGE,4,14,20,32,152,555,3,15,19.64,24.23,4.16
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot100$Row4$Range7$LH82 x W606S,2,ORANGE,4,13.5,18,30,124.01,455,3,15.5,16.79,23.36,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot100$Row4$Range7$LH82 x W606S,3,ORANGE,4,13,18,26,117.11,444,2.5,16,15.19,21.86,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot100$Row4$Range7$LH82 x W606S,4,ORANGE,4,13.5,16,29,116.04,444,2.5,16,14.43,21.94,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot107$Row11$Range7$LH82 x W606S,1,ORANGE,4.5,16,20,34,195.38,649,2.5,18.5,25.54,26.98,4.48
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot107$Row11$Range7$LH82 x W606S,2,ORANGE,4.5,16,20,35,197.56,699,3,18,21.54,25.28,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot107$Row11$Range7$LH82 x W606S,3,ORANGE,4,14,20,32,130.92,567,2.5,17,15.76,20.93,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot107$Row11$Range7$LH82 x W606S,4,ORANGE,4,15,18,33,131.98,541,2.5,17.5,16.36,21.16,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot109$Row13$Range7$LH195 x PHZ51,1,YELLOW,4,14,14,27,115.22,314,2.5,16,22.5,30.14,3.85
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot109$Row13$Range7$LH195 x PHZ51,2,YELLOW,4,15,16,32,160.46,541,2.5,17.5,22.35,25.19,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot109$Row13$Range7$LH195 x PHZ51,3,YELLOW,4,13.5,18,27,156.49,487,2.5,15.5,23.77,28.3,
CC,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep2$Plot109$Row13$Range7$LH195 x PHZ51,4,YELLOW,4,12.5,16,30,133.05,452,2.5,15.5,19.56,25.96,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1153$Row19$Range5$LH74 x PHN82,1,YELLOW,3.5,12.5,14,31,100.33,414,2.5,15,15.91,18.52,7.2
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1153$Row19$Range5$LH74 x PHN82,2,YELLOW,4,13,16,36,121.68,412,2.5,15,18,25.26,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1153$Row19$Range5$LH74 x PHN82,3,YELLOW,4,11,16,27,118.6,422,2.5,15,17.8,23.65,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1153$Row19$Range5$LH74 x PHN82,4,YELLOW,3.5,12,14,29,111.18,411,2.5,15.5,15.95,24.35,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1141$Row5$Range5$WF9 x H95,1,YELLOW,3.5,12.5,18,30,84.83,534,2.5,14,13.38,14.06,7.76
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1141$Row5$Range5$WF9 x H95,2,YELLOW,3.5,11.5,18,29,88.61,459,2.5,13,12.85,16.21,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1141$Row5$Range5$WF9 x H95,3,YELLOW,3.5,13,16,32,79.67,470,2.5,13.5,10.68,14.8,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1141$Row5$Range5$WF9 x H95,4,YELLOW,3.5,13,16,28,113.27,527,2.5,14,16.39,18.49,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1142$Row6$Range5$PHK76 x LH145,1,Y/O,3,12,14,25,54.06,292,2.5,14,11.26,14.94,9.5
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1142$Row6$Range5$PHK76 x LH145,2,Y/O,3,12,14,28,66.46,357,2.5,14.5,12.92,14.68,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1142$Row6$Range5$PHK76 x LH145,3,Y/O,3.5,14,14,33,82.97,421,2.5,15.5,15.21,16.72,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1142$Row6$Range5$PHK76 x LH145,4,Y/O,3.5,13,14,34,90.78,441,2.5,16,17.48,16.92,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1151$Row17$Range5$PHK76 x W606S,1,ORANGE,3.5,12.5,16,25,76.06,431,2.5,15,12.76,15.33,8.4
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1151$Row17$Range5$PHK76 x W606S,2,ORANGE,3.5,12.5,12,30,76.7,363,2.5,14,11.96,17.76,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1151$Row17$Range5$PHK76 x W606S,3,ORANGE,3.5,12.5,12,27,70.45,319,2.5,15,11.34,18.55,
CC,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep2$Plot1151$Row17$Range5$PHK76 x W606S,4,ORANGE,3.5,10.5,12,28,78.08,275,2.5,13.5,14.05,23.38,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1146$Row10$Range5$2369 x LH123HT,1,yellow,4,13,16,34,93,418,3,14.5,17.1,18.1,6.9
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1146$Row10$Range5$2369 x LH123HT,2,yellow,4,15,16,36,121.3,526,3,15.5,21.3,18.5,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1146$Row10$Range5$2369 x LH123HT,3,yellow,4,15,16,35,112.9,455,3,16,19.3,20.7,
AI,North Platte$HIPS - No Irrigation - Low Nitrogen$Rep1$Plot1146$Row10$Range5$2369 x LH123HT,4,yellow,4,13,14,34,95.7,397,3,14.5,17.8,19.5,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot167$Row7$Range11$Syngenta NK0760-3111,1,yellow,4.5,18,14,44,182.6,461,2.5,19,23.3,35,4.16
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot167$Row7$Range11$Syngenta NK0760-3111,2,yellow,4.5,15,16,34,155.6,466,3,17.5,18.3,30.8,
AI,North Platte$HIPS - Full Irrigation - Low Nitrogen$Rep1$Plot167$Row7$Range11$Syngenta NK0760-3111,3,yellow,4.5,18,16,40,209.2,580,3,19,22.6,32.1,
